state,MedicaidExpansion,FeeRatio,ACO,APRNSOP,year,specialty,volume,providers,pop,tot_pop,fee_ratio_yr
TN,No,N/A,No,Restricted,2017,2,4,659,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,2,5,307,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,3,1,196,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,3,2,139,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,3,3,162,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,3,4,207,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,3,5,530,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,4,1,235,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,4,2,119,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,4,3,152,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,4,4,276,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,4,5,319,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,5,1,1349,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,5,2,2360,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,5,3,1300,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,5,4,2257,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,5,5,2324,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,6,1,297,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,6,2,472,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,6,3,193,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,6,4,414,2282699,6714748,2016
TN,No,N/A,No,Restricted,2017,6,5,445,2282699,6714748,2016
TN,No,N/A,No,Restricted,2018,1,2,508,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,1,3,197,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,1,4,759,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,1,5,794,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,2,1,686,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,2,2,406,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,2,3,253,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,2,4,709,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,2,5,323,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,3,1,241,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,3,2,104,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,3,3,90,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,3,4,172,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,3,5,632,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,4,1,269,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,4,2,112,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,4,3,70,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,4,4,244,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,4,5,392,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,5,1,1635,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,5,2,1796,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,5,3,991,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,5,4,2496,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,5,5,2588,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,6,1,341,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,6,2,367,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,6,3,124,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,6,4,452,2335727,6778180,2016
TN,No,N/A,No,Restricted,2018,6,5,511,2335727,6778180,2016
TN,No,N/A,No,Restricted,2019,1,2,423,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,1,3,194,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,1,4,783,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,1,5,788,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,2,1,760,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,2,2,317,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,2,3,283,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,2,4,659,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,2,5,311,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,3,1,274,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,3,2,77,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,3,3,62,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,3,4,182,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,3,5,633,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,4,1,300,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,4,2,96,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,4,3,79,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,4,4,205,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,4,5,393,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,5,1,1913,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,5,2,1162,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,5,3,988,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,5,4,2617,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,5,5,2709,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,6,1,409,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,6,2,244,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,6,3,140,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,6,4,464,2274168,6830325,2019
TN,No,N/A,No,Restricted,2019,6,5,522,2274168,6830325,2019
TN,No,N/A,No,Restricted,2020,1,2,231,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,1,3,238,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,1,4,680,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,1,5,623,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,2,1,304,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,2,2,210,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,2,3,329,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,2,4,528,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,2,5,237,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,3,1,194,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,3,2,26,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,3,3,126,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,3,4,123,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,3,5,516,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,4,1,104,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,4,2,81,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,4,3,103,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,4,4,157,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,4,5,321,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,5,1,1290,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,5,2,1525,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,5,3,1394,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,5,4,2756,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,5,5,2353,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,6,1,316,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,6,2,294,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,6,3,242,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,6,4,522,1812833,6926091,2019
TN,No,N/A,No,Restricted,2020,6,5,438,1812833,6926091,2019
TX,No,0.58,No,Restricted,2016,1,2,2730,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,1,3,2125,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,1,4,3413,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,1,5,2130,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,2,1,1755,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,2,2,2155,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,2,3,1530,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,2,4,1823,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,2,5,755,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,3,1,664,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,3,2,961,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,3,3,492,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,3,4,1147,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,3,5,2595,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,4,1,873,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,4,2,667,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,4,3,601,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,4,4,1201,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,4,5,1209,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,5,1,2001,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,5,2,9690,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,5,3,3058,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,5,4,3771,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,5,5,2545,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,6,1,1010,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,6,2,2509,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,6,3,1765,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,6,4,1743,6130287,27914064,2016
TX,No,0.58,No,Restricted,2016,6,5,1155,6130287,27914064,2016
TX,No,0.58,No,Restricted,2017,1,2,2309,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,1,3,2355,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,1,4,3318,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,1,5,1949,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,2,1,2193,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,2,2,1816,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,2,3,1752,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,2,4,1668,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,2,5,657,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,3,1,799,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,3,2,763,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,3,3,695,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,3,4,1220,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,3,5,2390,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,4,1,1069,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,4,2,558,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,4,3,651,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,4,4,1146,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,4,5,1154,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,5,1,2573,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,5,2,7872,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,5,3,3611,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,5,4,4136,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,5,5,2781,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,6,1,1135,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,6,2,2131,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,6,3,1943,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,6,4,1725,6021153,28291024,2016
TX,No,0.58,No,Restricted,2017,6,5,1236,6021153,28291024,2016
TX,No,0.58,No,Restricted,2018,1,2,1891,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,1,3,2241,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,1,4,3391,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,1,5,1935,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,2,1,2502,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,2,2,1460,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,2,3,1597,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,2,4,1733,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,2,5,711,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,3,1,942,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,3,2,597,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,3,3,565,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,3,4,1232,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,3,5,2544,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,4,1,1212,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,4,2,420,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,4,3,590,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,4,4,1126,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,4,5,1185,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,5,1,3150,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,5,2,5880,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,5,3,3849,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,5,4,4680,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,5,5,3116,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,6,1,1240,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,6,2,1744,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,6,3,1951,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,6,4,1832,5929442,28624564,2016
TX,No,0.58,No,Restricted,2018,6,5,1221,5929442,28624564,2016
TX,No,0.58,No,Restricted,2019,1,2,1577,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,1,3,2264,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,1,4,3413,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,1,5,1850,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,2,1,2718,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,2,2,1255,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,2,3,1613,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,2,4,1742,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,2,5,619,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,3,1,1052,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,3,2,428,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,3,3,613,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,3,4,1195,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,3,5,2564,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,4,1,1362,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,4,2,386,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,4,3,547,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,4,4,1013,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,4,5,1184,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,5,1,3706,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,5,2,3798,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,5,3,4381,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,5,4,5106,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,5,5,3380,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,6,1,1532,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,6,2,1251,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,6,3,2060,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,6,4,1872,5759606,28986794,2019
TX,No,0.58,No,Restricted,2019,6,5,1191,5759606,28986794,2019
TX,No,0.58,No,Restricted,2020,1,2,932,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,1,3,2395,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,1,4,2810,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,1,5,1500,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,2,1,854,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,2,2,773,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,2,3,1593,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,2,4,1698,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,2,5,501,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,3,1,588,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,3,2,130,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,3,3,647,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,3,4,841,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,3,5,2212,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,4,1,335,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,4,2,226,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,4,3,572,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,4,4,885,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,4,5,1069,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,5,1,2765,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,5,2,4360,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,5,3,5028,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,5,4,5694,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,5,5,3093,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,6,1,1263,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,6,2,1277,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,6,3,2232,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,6,4,1973,6017351,29234361,2019
TX,No,0.58,No,Restricted,2020,6,5,1053,6017351,29234361,2019
UT,No,0.86,No,Reduced,2016,1,2,279,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,1,3,133,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,1,4,507,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,1,5,377,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,2,1,107,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,2,2,183,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,2,3,78,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,2,4,208,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,2,5,28,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,3,1,59,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,3,2,99,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,3,3,28,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,3,4,169,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,3,5,252,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,4,1,78,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,4,2,70,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,4,3,37,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,4,4,221,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,4,5,71,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,5,1,253,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,5,2,825,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,5,3,287,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,5,4,613,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,5,5,142,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,6,1,85,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,6,2,436,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,6,3,194,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,6,4,498,449648,3044241,2016
UT,No,0.86,No,Reduced,2016,6,5,181,449648,3044241,2016
UT,No,0.86,No,Reduced,2017,1,2,215,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,1,3,176,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,1,4,522,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,1,5,326,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,2,1,120,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,2,2,157,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,2,3,106,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,2,4,198,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,2,5,23,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,3,1,72,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,3,2,80,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,3,3,64,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,3,4,129,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,3,5,273,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,4,1,91,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,4,2,58,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,4,3,63,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,4,4,205,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,4,5,57,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,5,1,305,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,5,2,662,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,5,3,393,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,5,4,600,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,5,5,132,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,6,1,110,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,6,2,369,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,6,3,264,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,6,4,495,436930,3103540,2016
UT,No,0.86,No,Reduced,2017,6,5,145,436930,3103540,2016
UT,No,0.86,No,Reduced,2018,1,2,174,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,1,3,108,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,1,4,542,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,1,5,369,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,2,1,145,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,2,2,127,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,2,3,93,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,2,4,216,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,2,5,26,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,3,1,92,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,3,2,54,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,3,3,35,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,3,4,144,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,3,5,289,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,4,1,94,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,4,2,44,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,4,3,38,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,4,4,242,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,4,5,60,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,5,1,368,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,5,2,513,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,5,3,298,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,5,4,742,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,5,5,171,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,6,1,134,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,6,2,289,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,6,3,212,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,6,4,545,422100,3155153,2016
UT,No,0.86,No,Reduced,2018,6,5,164,422100,3155153,2016
UT,No,0.76,No,Reduced,2019,1,2,131,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,1,3,100,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,1,4,565,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,1,5,391,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,2,1,158,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,2,2,88,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,2,3,96,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,2,4,229,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,2,5,34,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,3,1,106,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,3,2,28,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,3,3,36,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,3,4,152,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,3,5,284,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,4,1,107,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,4,2,37,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,4,3,23,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,4,4,253,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,4,5,59,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,5,1,426,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,5,2,294,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,5,3,327,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,5,4,862,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,5,5,193,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,6,1,164,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,6,2,182,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,6,3,217,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,6,4,607,424241,3203383,2019
UT,No,0.76,No,Reduced,2019,6,5,179,424241,3203383,2019
UT,No,0.76,No,Reduced,2020,1,2,92,440363,3283982,2019
UT,No,0.76,No,Reduced,2020,1,3,135,440363,3283982,2019
UT,No,0.76,No,Reduced,2020,1,4,376,440363,3283982,2019
UT,No,0.76,No,Reduced,2020,1,5,391,440363,3283982,2019
UT,No,0.76,No,Reduced,2020,2,1,76,440363,3283982,2019
UT,No,0.76,No,Reduced,2020,2,2,56,440363,3283982,2019
UT,No,0.76,No,Reduced,2020,2,3,145,440363,3283982,2019
UT,No,0.76,No,Reduced,2020,2,4,205,440363,3283982,2019
UT,No,0.76,No,Reduced,2020,2,5,38,440363,3283982,2019
UT,No,0.76,No,Reduced,2020,3,1,81,440363,3283982,2019
UT,No,0.76,No,Reduced,2020,3,2,21,440363,3283982,2019
UT,No,0.76,No,Reduced,2020,3,3,67,440363,3283982,2019
UT,No,0.76,No,Reduced,2020,3,4,105,440363,3283982,2019
UT,No,0.76,No,Reduced,2020,3,5,275,440363,3283982,2019
UT,No,0.76,No,Reduced,2020,4,1,54,440363,3283982,2019
UT,No,0.76,No,Reduced,2020,4,2,25,440363,3283982,2019
UT,No,0.76,No,Reduced,2020,4,3,40,440363,3283982,2019
